38,03/12,Athletico-PR,Palmeiras,3,0,3,0
38,03/12,Atlético-GO,Fluminense,1,1,1,1
38,03/12,Atlético-MG,Grêmio,2,2,4,3
38,03/12,Botafogo,Cruzeiro,1,1,2,2
38,03/12,Chapecoense,Coritiba,1,1,2,1
38,03/12,Santos,Avaí,1,1,1,1
38,03/12,São Paulo,Bahia,0,0,1,1
38,03/12,Sport,Corinthians,0,0,1,0
38,03/12,Vasco,Ponte Preta,1,0,2,1
38,03/12,Vitória,Flamengo,1,0,1,2
37,27/11,Palmeiras,Botafogo,0,0,2,0
37,26/11,Bahia,Chapecoense,0,1,0,1
37,26/11,Flamengo,Santos,1,1,1,2
37,26/11,Avaí,Athletico-PR,1,0,1,0
37,26/11,Corinthians,Atlético-MG,1,1,2,2
37,26/11,Coritiba,São Paulo,1,0,1,2
37,26/11,Cruzeiro,Vasco,0,1,0,1
37,26/11,Grêmio,Atlético-GO,0,0,1,1
37,26/11,Ponte Preta,Vitória,2,0,2,3
37,25/11,Fluminense,Sport,1,2,1,2
36,20/11,Avaí,Palmeiras,0,0,2,1
36,20/11,Fluminense,Ponte Preta,0,0,2,0
36,19/11,Athletico-PR,Vasco,1,1,3,1
36,19/11,Atlético-MG,Coritiba,3,0,3,0
36,19/11,Santos,Grêmio,1,0,1,0
36,19/11,Atlético-GO,Chapecoense,0,1,1,1
36,19/11,Flamengo,Corinthians,3,0,3,0
36,19/11,São Paulo,Botafogo,0,0,0,0
36,19/11,Sport,Bahia,1,0,1,0
36,19/11,Vitória,Cruzeiro,1,0,1,1
35,16/11,Bahia,Santos,1,1,3,1
35,16/11,Coritiba,Flamengo,1,0,1,0
35,16/11,Botafogo,Atlético-GO,1,1,1,2
35,16/11,Chapecoense,Vitória,1,1,2,1
35,16/11,Palmeiras,Sport,0,0,5,1
35,15/11,Corinthians,Fluminense,0,1,3,1
35,15/11,Vasco,Atlético-MG,1,0,1,1
35,15/11,Cruzeiro,Avaí,0,1,2,2
35,15/11,Grêmio,São Paulo,1,0,1,0
35,15/11,Ponte Preta,Athletico-PR,1,0,2,1
34,13/11,Chapecoense,Santos,1,0,2,0
34,12/11,Coritiba,Ponte Preta,0,0,1,1
34,12/11,Cruzeiro,Fluminense,1,1,3,1
34,12/11,Bahia,Atlético-MG,0,1,2,2
34,12/11,Atlético-GO,Sport,1,0,2,0
34,12/11,Grêmio,Vitória,1,1,1,1
34,12/11,Palmeiras,Flamengo,2,0,2,0
34,12/11,Vasco,São Paulo,0,1,1,1
34,11/11,Corinthians,Avaí,0,0,1,0
34,11/11,Botafogo,Athletico-PR,0,1,0,1
33,09/11,Fluminense,Coritiba,0,1,2,2
33,09/11,Atlético-MG,Atlético-GO,1,2,3,2
33,09/11,São Paulo,Chapecoense,0,1,2,2
33,08/11,Flamengo,Cruzeiro,1,0,2,0
33,08/11,Santos,Vasco,0,0,1,2
33,08/11,Vitória,Palmeiras,3,1,3,1
33,08/11,Athletico-PR,Corinthians,0,0,0,1
33,08/11,Sport,Botafogo,0,2,1,2
33,08/11,Avaí,Bahia,1,1,1,2
33,08/11,Ponte Preta,Grêmio,0,0,0,1
32,05/11,Chapecoense,Sport,0,0,1,1
32,05/11,Vasco,Vitória,1,0,1,1
32,05/11,Bahia,Ponte Preta,1,0,2,0
32,05/11,Corinthians,Palmeiras,3,1,3,2
32,05/11,Cruzeiro,Athletico-PR,1,0,1,0
32,05/11,Grêmio,Flamengo,0,0,3,1
32,04/11,Coritiba,Avaí,2,0,4,0
32,04/11,Atlético-GO,São Paulo,0,1,0,1
32,04/11,Botafogo,Fluminense,1,0,1,2
32,04/11,Santos,Atlético-MG,1,0,3,1
31,30/10,Palmeiras,Cruzeiro,1,1,2,2
31,29/10,Avaí,Grêmio,1,2,2,2
31,29/10,Sport,Coritiba,2,2,3,4
31,29/10,Vitória,Atlético-GO,0,1,1,1
31,29/10,Atlético-MG,Botafogo,0,0,0,0
31,29/10,Fluminense,Bahia,1,1,1,1
31,29/10,Ponte Preta,Corinthians,1,0,1,0
31,28/10,Athletico-PR,Chapecoense,0,0,0,0
31,28/10,Flamengo,Vasco,0,0,0,0
31,28/10,São Paulo,Santos,2,1,2,1
30,23/10,Botafogo,Corinthians,0,0,2,1
30,22/10,Chapecoense,Fluminense,1,0,2,0
30,22/10,Ponte Preta,Avaí,1,2,1,2
30,22/10,Athletico-PR,Sport,0,0,2,1
30,22/10,Bahia,Vitória,0,0,2,1
30,22/10,Cruzeiro,Atlético-MG,1,0,1,3
30,22/10,Grêmio,Palmeiras,0,0,1,3
30,22/10,Santos,Atlético-GO,1,0,1,0
30,22/10,São Paulo,Flamengo,2,0,2,0
30,21/10,Vasco,Coritiba,1,0,1,1
29,19/10,Flamengo,Bahia,0,0,4,1
29,19/10,Sport,Santos,0,1,1,1
29,19/10,Palmeiras,Ponte Preta,1,0,2,0
29,19/10,Vitória,Athletico-PR,1,1,2,3
29,18/10,Avaí,Botafogo,0,0,1,1
29,18/10,Corinthians,Grêmio,0,0,0,0
29,18/10,Fluminense,São Paulo,2,0,3,1
29,18/10,Atlético-MG,Chapecoense,1,2,2,3
29,18/10,Atlético-GO,Vasco,0,1,0,1
29,18/10,Coritiba,Cruzeiro,1,0,1,0
28,16/10,Santos,Vitória,1,1,2,2
28,15/10,Bahia,Corinthians,0,0,2,0
28,15/10,Coritiba,Grêmio,0,0,0,1
28,15/10,Atlético-GO,Palmeiras,0,2,1,3
28,15/10,Chapecoense,Flamengo,0,0,0,1
28,15/10,Fluminense,Avaí,1,0,1,0
28,15/10,Sport,Atlético-MG,1,1,1,1
28,14/10,São Paulo,Athletico-PR,0,0,2,1
28,14/10,Vasco,Botafogo,0,0,1,0
27,12/10,Palmeiras,Bahia,2,1,2,2
27,12/10,Flamengo,Fluminense,0,0,1,1
27,12/10,Ponte Preta,Santos,1,1,1,1
27,12/10,Vitória,Sport,0,1,1,2
27,11/10,Atlético-MG,São Paulo,0,0,1,0
27,11/10,Avaí,Vasco,0,2,1,2
27,11/10,Grêmio,Cruzeiro,0,0,0,1
27,11/10,Corinthians,Coritiba,1,1,3,1
27,11/10,Athletico-PR,Atlético-GO,2,1,2,2
27,11/10,Botafogo,Chapecoense,0,0,2,1
28,07/10,Cruzeiro,Ponte Preta,0,1,2,1
26,02/10,Ponte Preta,Flamengo,0,0,1,0
26,01/10,Athletico-PR,Atlético-MG,0,1,0,2
26,01/10,Avaí,Atlético-GO,0,0,0,2
26,01/10,Botafogo,Vitória,1,1,2,3
26,01/10,Cruzeiro,Corinthians,1,0,1,1
26,01/10,Grêmio,Fluminense,0,0,1,0
26,01/10,São Paulo,Sport,1,0,1,0
26,30/09,Palmeiras,Santos,0,0,0,1
26,30/09,Bahia,Coritiba,1,0,1,1
26,30/09,Vasco,Chapecoense,1,0,1,1
25,25/09,Sport,Vasco,0,1,1,1
25,24/09,Atlético-MG,Vitória,1,1,1,3
25,24/09,Bahia,Grêmio,0,0,1,0
25,24/09,Atlético-GO,Cruzeiro,0,2,1,2
25,24/09,Chapecoense,Ponte Preta,1,0,1,0
25,24/09,Coritiba,Botafogo,1,0,2,3
25,24/09,Fluminense,Palmeiras,0,1,0,1
25,24/09,São Paulo,Corinthians,1,0,1,1
25,23/09,Santos,Athletico-PR,1,0,1,0
25,23/09,Flamengo,Avaí,0,1,1,1
24,18/09,Palmeiras,Coritiba,1,0,1,0
24,17/09,Cruzeiro,Bahia,0,0,1,0
24,17/09,Athletico-PR,Fluminense,0,1,3,1
24,17/09,Corinthians,Vasco,0,0,1,0
24,17/09,Flamengo,Sport,1,0,2,0
24,17/09,Grêmio,Chapecoense,0,0,0,1
24,17/09,Vitória,São Paulo,0,0,1,2
24,17/09,Avaí,Atlético-MG,1,0,1,1
24,16/09,Ponte Preta,Atlético-GO,0,1,1,3
24,16/09,Botafogo,Santos,2,0,2,0
23,11/09,Atlético-GO,Bahia,1,0,1,1
23,10/09,Botafogo,Flamengo,0,0,2,0
23,10/09,Chapecoense,Cruzeiro,0,1,1,2
23,10/09,Santos,Corinthians,0,0,2,0
23,10/09,Sport,Avaí,0,1,0,1
23,10/09,Vitória,Fluminense,1,0,2,2
23,10/09,Athletico-PR,Coritiba,0,1,1,1
23,09/09,São Paulo,Ponte Preta,1,0,2,2
23,09/09,Vasco,Grêmio,1,0,1,0
23,09/09,Atlético-MG,Palmeiras,1,1,1,1
22,02/09,Grêmio,Sport,2,0,5,0
22,28/08,Coritiba,Vitória,0,0,0,1
22,27/08,Avaí,Chapecoense,1,0,1,0
22,27/08,Cruzeiro,Santos,0,1,1,1
22,27/08,Bahia,Botafogo,1,1,1,2
22,27/08,Flamengo,Athletico-PR,2,0,2,0
22,27/08,Palmeiras,São Paulo,2,2,4,2
22,27/08,Ponte Preta,Atlético-MG,1,0,1,2
22,26/08,Corinthians,Atlético-GO,0,0,0,1
22,26/08,Fluminense,Vasco,0,1,0,1
20,23/08,Chapecoense,Corinthians,0,0,0,1
21,21/08,Fluminense,Atlético-MG,1,0,2,1
21,20/08,Coritiba,Santos,0,0,0,0
21,20/08,Palmeiras,Chapecoense,0,1,0,2
21,20/08,Avaí,São Paulo,0,0,1,1
21,20/08,Bahia,Vasco,2,0,3,0
21,20/08,Cruzeiro,Sport,1,0,2,0
21,20/08,Ponte Preta,Botafogo,1,1,2,1
21,20/08,Grêmio,Athletico-PR,0,0,0,0
21,19/08,Flamengo,Atlético-GO,0,0,2,0
21,19/08,Corinthians,Vitória,0,1,0,1
20,14/08,Santos,Fluminense,0,0,0,0
20,13/08,Athletico-PR,Bahia,1,1,4,1
20,13/08,Botafogo,Grêmio,1,0,1,0
20,13/08,Atlético-MG,Flamengo,1,0,2,0
20,13/08,Sport,Ponte Preta,0,0,0,0
20,13/08,Vasco,Palmeiras,0,0,1,1
20,13/08,São Paulo,Cruzeiro,1,0,3,2
20,12/08,Vitória,Avaí,0,0,0,1
20,12/08,Atlético-GO,Coritiba,0,0,1,0
17,09/08,Ponte Preta,Fluminense,0,0,0,0
19,06/08,Avaí,Santos,0,0,0,0
19,06/08,Ponte Preta,Vasco,0,0,0,0
19,06/08,Bahia,São Paulo,2,1,2,1
19,06/08,Coritiba,Chapecoense,2,0,2,0
19,06/08,Cruzeiro,Botafogo,0,0,0,0
19,06/08,Grêmio,Atlético-MG,2,0,2,0
19,06/08,Palmeiras,Athletico-PR,0,1,0,1
19,06/08,Flamengo,Vitória,0,1,0,2
19,05/08,Corinthians,Sport,1,0,3,1
19,05/08,Fluminense,Atlético-GO,2,1,3,1
18,03/08,Vasco,Cruzeiro,0,2,0,3
18,03/08,Athletico-PR,Avaí,1,0,5,0
18,03/08,São Paulo,Coritiba,0,0,1,2
18,02/08,Atlético-GO,Grêmio,0,0,0,1
18,02/08,Botafogo,Palmeiras,0,1,1,2
18,02/08,Santos,Flamengo,0,0,3,2
18,02/08,Atlético-MG,Corinthians,0,1,0,2
18,02/08,Vitória,Ponte Preta,3,0,3,1
18,02/08,Chapecoense,Bahia,1,1,1,1
18,02/08,Sport,Fluminense,1,2,2,2
17,31/07,Vasco,Athletico-PR,0,0,0,1
17,30/07,Cruzeiro,Vitória,0,0,0,0
17,30/07,Grêmio,Santos,1,1,1,1
17,30/07,Bahia,Sport,0,1,1,3
17,30/07,Corinthians,Flamengo,1,0,1,1
17,30/07,Coritiba,Atlético-MG,0,1,0,2
17,30/07,Chapecoense,Atlético-GO,1,0,1,2
17,29/07,Palmeiras,Avaí,2,0,2,0
17,29/07,Botafogo,São Paulo,2,1,3,4
16,24/07,São Paulo,Grêmio,0,1,1,1
16,23/07,Athletico-PR,Ponte Preta,0,0,0,2
16,23/07,Atlético-GO,Botafogo,0,0,1,1
16,23/07,Atlético-MG,Vasco,1,1,1,2
16,23/07,Avaí,Cruzeiro,1,0,1,0
16,23/07,Fluminense,Corinthians,0,0,0,1
16,23/07,Sport,Palmeiras,0,2,0,2
16,23/07,Santos,Bahia,2,0,3,0
16,22/07,Flamengo,Coritiba,1,0,2,1
16,22/07,Vitória,Chapecoense,0,1,1,2
15,20/07,Athletico-PR,Botafogo,0,0,0,0
15,20/07,Sport,Atlético-GO,3,0,4,0
15,20/07,Fluminense,Cruzeiro,1,1,1,1
15,19/07,Atlético-MG,Bahia,0,1,0,2
15,19/07,Flamengo,Palmeiras,2,2,2,2
15,19/07,São Paulo,Vasco,1,0,1,0
15,19/07,Avaí,Corinthians,0,0,0,0
15,19/07,Ponte Preta,Coritiba,1,0,4,0
15,19/07,Santos,Chapecoense,0,0,1,0
15,19/07,Vitória,Grêmio,0,2,1,3
14,17/07,Botafogo,Sport,1,1,2,1
14,16/07,Bahia,Avaí,0,0,1,1
14,16/07,Coritiba,Fluminense,1,2,1,2
14,16/07,Atlético-GO,Atlético-MG,1,0,1,2
14,16/07,Chapecoense,São Paulo,0,0,2,0
14,16/07,Cruzeiro,Flamengo,0,0,1,1
14,16/07,Grêmio,Ponte Preta,0,1,3,1
14,16/07,Vasco,Santos,0,0,0,0
14,16/07,Palmeiras,Vitória,2,1,4,2
14,15/07,Corinthians,Athletico-PR,1,1,2,2
13,13/07,Avaí,Coritiba,1,2,1,4
13,13/07,Flamengo,Grêmio,0,1,0,1
13,13/07,São Paulo,Atlético-GO,0,0,2,2
13,13/07,Sport,Chapecoense,0,0,3,0
13,12/07,Athletico-PR,Cruzeiro,0,1,0,2
13,12/07,Palmeiras,Corinthians,0,1,0,2
13,12/07,Vitória,Vasco,0,1,1,4
13,12/07,Fluminense,Botafogo,0,1,0,1
13,12/07,Atlético-MG,Santos,0,0,0,1
13,12/07,Ponte Preta,Bahia,0,1,0,3
12,10/07,Coritiba,Sport,0,1,0,3
12,09/07,Botafogo,Atlético-MG,0,1,1,1
12,09/07,Santos,São Paulo,1,0,3,2
12,09/07,Bahia,Fluminense,0,1,1,1
12,09/07,Cruzeiro,Palmeiras,2,0,3,1
12,09/07,Grêmio,Avaí,0,0,0,2
12,09/07,Chapecoense,Athletico-PR,1,1,1,1
12,08/07,Corinthians,Ponte Preta,1,0,2,0
12,08/07,Vasco,Flamengo,0,0,0,1
12,08/07,Atlético-GO,Vitória,0,1,1,2
11,03/07,Fluminense,Chapecoense,1,2,3,3
11,02/07,Avaí,Ponte Preta,0,0,0,0
11,02/07,Coritiba,Vasco,0,1,2,2
11,02/07,Atlético-MG,Cruzeiro,2,1,3,1
11,02/07,Corinthians,Botafogo,0,0,1,0
11,02/07,Flamengo,São Paulo,2,0,2,0
11,02/07,Sport,Athletico-PR,0,0,1,0
11,02/07,Vitória,Bahia,0,0,0,0
11,01/07,Atlético-GO,Santos,1,0,1,1
11,01/07,Palmeiras,Grêmio,0,0,1,0
10,26/06,Botafogo,Avaí,0,2,0,2
10,25/06,Chapecoense,Atlético-MG,0,1,0,1
10,25/06,Bahia,Flamengo,0,0,0,1
10,25/06,Athletico-PR,Vitória,1,1,4,1
10,25/06,Cruzeiro,Coritiba,1,0,2,0
10,25/06,Grêmio,Corinthians,0,0,0,1
10,25/06,Ponte Preta,Palmeiras,1,2,1,2
10,25/06,São Paulo,Fluminense,1,0,1,1
10,25/06,Vasco,Atlético-GO,1,0,1,0
10,24/06,Santos,Sport,0,0,0,1
9,22/06,Flamengo,Chapecoense,2,0,5,1
9,22/06,Grêmio,Coritiba,1,0,2,0
9,22/06,Corinthians,Bahia,1,0,3,0
9,22/06,Ponte Preta,Cruzeiro,1,0,1,0
9,21/06,Athletico-PR,São Paulo,1,0,1,0
9,21/06,Atlético-MG,Sport,2,1,2,2
9,21/06,Avaí,Fluminense,0,2,0,3
9,21/06,Botafogo,Vasco,2,0,3,1
9,21/06,Palmeiras,Atlético-GO,1,0,1,0
9,21/06,Vitória,Santos,0,1,0,2
8,19/06,Cruzeiro,Grêmio,1,2,3,3
8,18/06,Sport,Vitória,1,2,1,3
8,18/06,Bahia,Palmeiras,1,1,2,4
8,18/06,Chapecoense,Botafogo,0,1,0,2
8,18/06,Fluminense,Flamengo,1,0,2,2
8,18/06,São Paulo,Atlético-MG,0,1,1,2
8,18/06,Coritiba,Corinthians,0,0,0,0
8,17/06,Santos,Ponte Preta,0,0,0,0
8,17/06,Vasco,Avaí,1,0,1,0
8,17/06,Atlético-GO,Athletico-PR,0,1,0,1
7,15/06,Fluminense,Grêmio,0,1,0,2
7,15/06,Coritiba,Bahia,0,0,0,0
7,14/06,Chapecoense,Vasco,1,1,2,1
7,14/06,Corinthians,Cruzeiro,1,0,1,0
7,14/06,Santos,Palmeiras,0,0,1,0
7,14/06,Flamengo,Ponte Preta,1,0,2,0
7,14/06,Atlético-GO,Avaí,2,1,3,1
7,14/06,Atlético-MG,Athletico-PR,0,0,0,1
7,14/06,Sport,São Paulo,0,0,0,0
7,14/06,Vitória,Botafogo,0,2,2,2
6,12/06,Grêmio,Bahia,0,0,1,0
6,11/06,Athletico-PR,Santos,0,2,0,2
6,11/06,Cruzeiro,Atlético-GO,0,0,2,0
6,11/06,Avaí,Flamengo,0,0,1,1
6,11/06,Corinthians,São Paulo,2,1,3,2
6,11/06,Ponte Preta,Chapecoense,2,0,3,2
6,11/06,Vitória,Atlético-MG,1,0,2,0
6,11/06,Botafogo,Coritiba,1,1,2,2
6,10/06,Vasco,Sport,0,0,2,1
6,10/06,Palmeiras,Fluminense,2,1,3,1
5,08/06,Bahia,Cruzeiro,1,0,1,0
5,08/06,Chapecoense,Grêmio,1,2,3,6
5,08/06,Atlético-GO,Ponte Preta,2,0,3,0
5,08/06,São Paulo,Vitória,0,0,2,0
5,07/06,Sport,Flamengo,0,0,2,0
5,07/06,Vasco,Corinthians,0,2,2,5
5,07/06,Santos,Botafogo,0,0,1,0
5,07/06,Atlético-MG,Avaí,1,0,1,0
5,07/06,Coritiba,Palmeiras,0,0,1,0
5,06/06,Fluminense,Athletico-PR,1,1,1,1
4,05/06,Bahia,Atlético-GO,2,0,3,0
4,04/06,Cruzeiro,Chapecoense,0,1,0,2
4,04/06,Grêmio,Vasco,1,0,2,0
4,04/06,Palmeiras,Atlético-MG,0,0,0,0
4,04/06,Ponte Preta,São Paulo,0,0,1,0
4,04/06,Avaí,Sport,1,0,1,0
4,04/06,Flamengo,Botafogo,0,0,0,0
4,03/06,Corinthians,Santos,0,0,2,0
4,03/06,Fluminense,Vitória,1,0,2,1
4,03/06,Coritiba,Athletico-PR,0,0,1,0
3,29/05,Chapecoense,Avaí,2,0,2,0
3,28/05,Botafogo,Bahia,1,0,1,0
3,28/05,Sport,Grêmio,1,2,4,3
3,28/05,Athletico-PR,Flamengo,0,1,1,1
3,28/05,Atlético-GO,Corinthians,0,1,0,1
3,28/05,Santos,Cruzeiro,0,0,0,1
3,28/05,Atlético-MG,Ponte Preta,1,0,2,2
3,27/05,Vitória,Coritiba,0,0,0,1
3,27/05,São Paulo,Palmeiras,0,0,2,0
3,27/05,Vasco,Fluminense,1,0,3,2
2,22/05,São Paulo,Avaí,1,0,2,0
2,21/05,Sport,Cruzeiro,1,1,1,1
2,21/05,Botafogo,Ponte Preta,1,0,2,0
2,21/05,Athletico-PR,Grêmio,0,0,0,2
2,21/05,Atlético-MG,Fluminense,1,2,1,2
2,21/05,Vitória,Corinthians,0,0,0,1
2,21/05,Vasco,Bahia,0,0,2,1
2,20/05,Atlético-GO,Flamengo,0,1,0,3
2,20/05,Chapecoense,Palmeiras,0,0,1,0
2,20/05,Santos,Coritiba,1,0,1,0
1,15/05,Coritiba,Atlético-GO,2,0,4,1
1,14/05,Grêmio,Botafogo,1,0,2,0
1,14/05,Avaí,Vitória,0,0,0,0
1,14/05,Bahia,Athletico-PR,5,2,6,2
1,14/05,Cruzeiro,São Paulo,0,0,1,0
1,14/05,Palmeiras,Vasco,2,0,4,0
1,14/05,Ponte Preta,Sport,2,0,4,0
1,14/05,Fluminense,Santos,2,1,3,2
1,13/05,Corinthians,Chapecoense,1,0,1,1
1,13/05,Flamengo,Atlético-MG,1,0,1,1
